truck_id,torque,gear,elevation,speed,rpm,voltage,estimated_weight_tonnes,expected_tpt,actual_tpt,stress_index,power_density,rpm_per_gear,status,reasons,actual_weight
truck_002,254.27,6,3.328319115318317,21.98,1505.98,24.21,12.42,20.48,20.48,38.5,1.66,251.0,Normal,[],13.61
truck_003,300.26,4,-0.636662595969975,26.18,1941.37,24.04,12.29,24.43,24.43,-7.3,2.54,485.34,Overload,['High Power Density'],12.11
truck_001,159.12,6,-0.607071382837181,41.67,1511.65,23.56,8.21,19.39,19.39,-2.32,1.07,251.94,Normal,[],7.81
truck_003,243.93,3,8.903150209796076,68.62,1534.93,27.49,9.98,24.43,24.43,31.65,1.43,511.64,Normal,[],9.61
truck_003,184.69,3,6.701699498398405,20.38,1718.55,27.2,7.56,24.43,24.43,60.72,1.22,572.85,Normal,[],6.9
truck_003,307.23,4,4.09513700278521,73.89,1788.7,25.72,12.58,24.43,24.43,17.03,2.24,447.17,Normal,[],12.38
truck_002,221.0,1,-3.0986250155028783,32.57,2149.56,27.06,10.79,20.48,20.48,-21.02,1.84,2149.56,Overload,['High RPM per Gear'],10.8
truck_003,330.55,1,2.5832913956582404,50.06,1833.81,27.63,13.53,24.43,24.43,17.06,2.3,1833.81,Overload,['High RPM per Gear'],13.1
truck_003,347.87,1,0.9068644234456542,63.25,1948.82,27.8,14.24,24.43,24.43,4.99,2.55,1948.82,Overload,"['High Power Density', 'High RPM per Gear']",14.46
truck_003,146.0,4,4.262860605151362,75.29,1631.96,26.67,5.98,24.43,24.43,8.27,0.94,407.99,Normal,[],6.62
truck_001,167.93,6,4.070506840966012,55.82,1689.0,25.34,8.66,19.39,19.39,12.25,1.17,281.5,Normal,[],9.14
truck_003,151.91,4,13.410602972223275,44.74,2266.55,24.19,6.22,24.43,24.43,45.53,1.49,566.64,Normal,[],6.82
truck_002,304.56,5,11.822989169181252,77.67,2391.63,25.75,14.87,20.48,20.48,46.36,2.96,478.33,Overload,['High Power Density'],15.59
truck_002,238.85,5,2.90354101214157,62.12,1304.98,28.99,11.66,20.48,20.48,11.16,1.13,261.0,Normal,[],13.14
truck_003,360.6,2,8.960494215190044,20.87,1477.93,26.64,14.76,24.43,24.43,154.84,2.1,738.97,Overload,"['High Stress Index', 'High RPM per Gear']",14.48
truck_001,116.34,1,0.3283674187355379,43.37,1642.7,27.03,6.0,19.39,19.39,0.88,0.74,1642.7,Overload,['High RPM per Gear'],5.36
truck_002,118.87,1,-2.831506517685798,32.46,1928.47,27.39,5.8,20.48,20.48,-10.37,0.88,1928.47,Overload,['High RPM per Gear'],6.47
truck_001,183.91,4,4.460124554939513,37.84,2077.1,28.05,9.48,19.39,19.39,21.68,1.43,519.27,Normal,[],9.31
truck_002,226.22,5,8.900334836691064,77.78,1980.73,25.11,11.05,20.48,20.48,25.89,1.87,396.15,Normal,[],11.36
truck_002,228.62,4,10.629125982161831,29.36,1406.51,27.99,11.16,20.48,20.48,82.77,1.2,351.63,Normal,[],11.66
truck_002,320.15,1,4.586915427266799,54.14,1922.12,28.81,15.63,20.48,20.48,27.12,2.24,1922.12,Overload,['High RPM per Gear'],15.64
truck_001,221.56,3,5.980843616445238,26.67,1637.45,24.07,11.43,19.39,19.39,49.68,1.58,545.82,Normal,[],12.8
truck_002,94.66,5,-3.917146771018343,50.7,2357.95,24.84,4.62,20.48,20.48,-7.31,0.94,471.59,Normal,[],4.84
truck_001,200.81,1,9.056532312968116,74.03,1941.75,25.33,10.36,19.39,19.39,24.57,1.61,1941.75,Overload,['High RPM per Gear'],9.63
truck_003,164.03,5,-4.794897012436725,75.02,2023.32,27.14,6.71,24.43,24.43,-10.48,1.28,404.66,Normal,[],6.68
truck_003,308.2,2,3.248780274320991,27.06,1948.38,24.05,12.62,24.43,24.43,37.0,2.61,974.19,Overload,"['High Power Density', 'High RPM per Gear']",11.8
truck_002,122.28,6,-4.516495094381328,42.73,1457.53,25.95,5.97,20.48,20.48,-12.93,0.72,242.92,Normal,[],5.61
truck_003,343.47,4,11.725955468122528,27.87,1474.44,26.37,14.06,24.43,24.43,144.51,2.01,368.61,Normal,[],14.25
truck_001,76.16,3,13.215629146228755,70.9,2349.75,28.1,3.93,19.39,19.39,14.2,0.67,783.25,Overload,['High RPM per Gear'],4.5
truck_001,91.99,2,9.450983728921514,36.9,1609.19,27.12,4.74,19.39,19.39,23.56,0.57,804.6,Overload,['High RPM per Gear'],5.27
truck_003,246.36,4,-2.17104108508686,64.74,1594.28,26.05,10.08,24.43,24.43,-8.26,1.58,398.57,Normal,[],10.32
truck_002,281.74,3,9.230424370162975,54.96,1616.6,27.71,13.76,20.48,20.48,47.32,1.72,538.87,Normal,[],13.01
truck_001,101.8,4,12.302692120219753,43.83,1974.54,25.38,5.25,19.39,19.39,28.58,0.83,493.63,Normal,[],4.95
truck_003,291.75,4,14.745579967685682,57.69,2314.75,24.72,11.94,24.43,24.43,74.57,2.86,578.69,Overload,['High Power Density'],11.81
truck_003,280.04,1,5.172178952733322,33.59,2039.59,23.18,11.46,24.43,24.43,43.12,2.58,2039.59,Overload,"['High Power Density', 'High RPM per Gear']",11.44
truck_003,370.45,5,14.5466756576939,40.08,2379.09,23.39,15.16,24.43,24.43,134.45,3.95,475.82,Overload,['High Power Density'],14.96
truck_001,227.32,2,10.79232139433996,68.01,1313.69,27.93,11.72,19.39,19.39,36.07,1.12,656.84,Overload,['High RPM per Gear'],12.2
truck_002,225.64,4,9.842227198228642,33.12,1335.61,26.88,11.02,20.48,20.48,67.06,1.17,333.9,Normal,[],11.59
truck_002,95.93,5,8.821147282468436,53.67,2138.82,28.85,4.68,20.48,20.48,15.77,0.74,427.76,Normal,[],4.29
truck_001,293.94,1,-2.416367182608641,54.69,2150.95,26.2,15.16,19.39,19.39,-12.99,2.53,2150.95,Overload,"['High Power Density', 'High RPM per Gear']",14.91
truck_003,290.2,6,-2.70898232621942,64.72,2042.98,23.78,11.88,24.43,24.43,-12.15,2.61,340.5,Overload,['High Power Density'],11.86
truck_001,275.39,3,11.659845506715246,33.86,1815.34,27.09,14.2,19.39,19.39,94.83,1.93,605.11,Overload,['High RPM per Gear'],13.69
truck_002,154.47,5,7.038923251455264,78.35,2344.88,24.36,7.54,20.48,20.48,13.88,1.56,468.98,Normal,[],7.33
truck_003,359.06,2,11.37537497825868,30.06,1615.95,26.61,14.7,24.43,24.43,135.89,2.28,807.98,Overload,['High RPM per Gear'],14.99
truck_002,266.62,3,13.954413352301852,40.27,1734.78,24.01,13.02,20.48,20.48,92.38,2.02,578.26,Normal,[],13.66
truck_002,89.36,3,14.68119369065792,28.81,1237.44,26.47,4.36,20.48,20.48,45.53,0.44,412.48,Normal,[],4.11
truck_001,184.28,4,9.637755277174506,31.13,1877.56,23.19,9.5,19.39,19.39,57.06,1.56,469.39,Normal,[],9.29
truck_002,173.99,2,9.18993481186983,51.01,1208.73,28.53,8.5,20.48,20.48,31.35,0.77,604.37,Overload,['High RPM per Gear'],8.98
truck_001,207.88,4,-4.436943527598906,66.26,1841.61,26.03,10.72,19.39,19.39,-13.92,1.54,460.4,Normal,[],10.96
truck_003,169.29,2,5.582373621059592,41.2,1271.93,27.09,6.93,24.43,24.43,22.94,0.83,635.97,Overload,['High RPM per Gear'],7.1
truck_002,201.92,3,4.714395870675167,20.72,1333.11,27.2,9.86,20.48,20.48,45.95,1.04,444.37,Normal,[],9.47
truck_003,190.76,2,13.19216360250712,47.59,2116.1,23.53,7.81,24.43,24.43,52.88,1.8,1058.05,Overload,['High RPM per Gear'],7.74
truck_003,202.15,6,1.311023030902616,20.29,1419.95,24.31,8.27,24.43,24.43,13.06,1.24,236.66,Normal,[],8.39
truck_003,211.2,6,10.222168835092436,34.78,2235.22,26.53,8.64,24.43,24.43,62.08,1.86,372.54,Normal,[],9.02
truck_001,170.2,4,2.654823717286325,58.44,1307.7,25.76,8.78,19.39,19.39,7.73,0.9,326.92,Normal,[],8.92
truck_001,151.45,5,9.876286340118154,70.6,1998.95,25.54,7.81,19.39,19.39,21.19,1.24,399.79,Normal,[],7.66
truck_002,211.48,6,8.916011230883964,52.71,1221.19,27.46,10.33,20.48,20.48,35.77,0.98,203.53,Normal,[],10.23
truck_002,93.21,6,-4.763653284435789,79.26,1934.41,25.54,4.55,20.48,20.48,-5.6,0.74,322.4,Normal,[],4.18
truck_001,169.01,2,0.654609399838777,79.3,2340.66,27.41,8.72,19.39,19.39,1.4,1.51,1170.33,Overload,['High RPM per Gear'],8.6
truck_001,122.86,5,7.972424754006997,37.82,1372.74,26.06,6.34,19.39,19.39,25.9,0.68,274.55,Normal,[],6.49
truck_003,110.34,2,4.690917649553711,74.03,2210.17,26.91,4.52,24.43,24.43,6.99,0.95,1105.09,Overload,['High RPM per Gear'],4.07
truck_001,276.43,2,10.286240768584706,76.05,2297.95,23.82,14.26,19.39,19.39,37.39,2.79,1148.98,Overload,"['High Power Density', 'High RPM per Gear']",14.38
truck_002,134.71,5,12.340766819600445,70.68,2358.08,25.9,6.58,20.48,20.48,23.52,1.28,471.62,Normal,[],6.2
truck_001,239.49,3,2.963495041799124,75.75,1375.35,24.26,12.35,19.39,19.39,9.37,1.42,458.45,Normal,[],12.37
truck_002,302.4,6,8.458847333861229,27.93,1829.4,26.22,14.77,20.48,20.48,91.59,2.21,304.9,Normal,[],15.28
truck_001,120.54,2,-2.387514163805293,40.74,2273.13,23.8,6.22,19.39,19.39,-7.06,1.21,1136.57,Overload,['High RPM per Gear'],6.07
truck_002,149.09,5,-4.3423136642668725,36.08,1914.76,24.94,7.28,20.48,20.48,-17.94,1.2,382.95,Normal,[],7.46
truck_001,252.0,1,6.526362994989,39.55,1890.46,24.02,13.0,19.39,19.39,41.59,2.08,1890.46,Overload,['High RPM per Gear'],13.24
truck_003,156.58,2,5.3483051992463775,61.38,1979.79,28.38,6.41,24.43,24.43,13.64,1.14,989.89,Overload,['High RPM per Gear'],6.64
truck_001,149.38,2,1.4716762647230546,28.93,1997.46,24.47,7.7,19.39,19.39,7.6,1.28,998.73,Overload,['High RPM per Gear'],7.42
truck_002,239.61,4,4.543991009367769,55.91,1235.34,28.94,11.7,20.48,20.48,19.48,1.07,308.84,Normal,[],11.13
truck_001,164.72,6,8.443808412522438,39.02,1475.37,25.28,8.5,19.39,19.39,35.65,1.01,245.9,Normal,[],8.26
truck_001,234.77,5,12.647349516043896,36.61,1657.62,25.02,12.11,19.39,19.39,81.1,1.63,331.52,Normal,[],12.06
truck_001,208.4,1,-4.812947297914894,58.76,1978.16,28.64,10.75,19.39,19.39,-17.07,1.51,1978.16,Overload,['High RPM per Gear'],11.01
truck_003,326.93,4,7.327646943661158,53.82,2061.28,28.31,13.38,24.43,24.43,44.51,2.49,515.32,Normal,[],13.92
truck_003,203.94,4,13.518577808064876,79.8,2136.87,27.0,8.35,24.43,24.43,34.55,1.69,534.22,Normal,[],7.87
truck_003,262.14,1,7.571381382778,49.87,1707.89,24.93,10.73,24.43,24.43,39.8,1.88,1707.89,Overload,['High RPM per Gear'],10.88
truck_001,168.9,6,14.446354478824826,59.36,1864.37,24.78,8.71,19.39,19.39,41.1,1.33,310.73,Normal,[],8.78
truck_002,100.51,1,4.763243833515441,65.54,1694.23,28.91,4.91,20.48,20.48,7.3,0.62,1694.23,Overload,['High RPM per Gear'],5.48
truck_002,238.77,2,12.417946382413604,21.64,2031.11,23.43,11.66,20.48,20.48,137.01,2.17,1015.56,Overload,['High RPM per Gear'],11.55
truck_001,164.86,4,7.124961198930947,20.9,1350.27,24.42,8.5,19.39,19.39,56.2,0.95,337.57,Normal,[],8.93
truck_002,261.64,4,1.616802101969947,22.7,1453.01,26.04,12.78,20.48,20.48,18.64,1.53,363.25,Normal,[],12.57
truck_002,165.21,6,9.20618022859296,21.66,2252.04,28.86,8.07,20.48,20.48,70.21,1.35,375.34,Normal,[],8.89
truck_003,303.49,3,4.832187561380618,23.01,1804.6,24.52,12.42,24.43,24.43,63.74,2.34,601.53,Overload,['High RPM per Gear'],11.98
truck_003,347.04,1,3.972764790333459,48.44,2200.43,26.99,14.21,24.43,24.43,28.46,2.96,2200.43,Overload,"['High Power Density', 'High RPM per Gear']",14.43
truck_003,224.32,4,5.084918455197487,71.08,1221.55,25.57,9.18,24.43,24.43,16.05,1.12,305.39,Normal,[],8.91
truck_001,303.4,4,-0.1792616475161423,27.34,1370.71,26.12,15.65,19.39,19.39,-1.99,1.67,342.68,Normal,[],15.13
truck_002,187.4,2,2.73751579442068,72.98,1686.63,28.0,9.15,20.48,20.48,7.03,1.18,843.32,Overload,['High RPM per Gear'],8.48
truck_001,87.71,5,10.497254598106911,32.55,1478.2,23.3,4.52,19.39,19.39,28.28,0.58,295.64,Normal,[],4.08
truck_001,151.23,4,2.6267623263464284,47.98,1558.15,25.23,7.8,19.39,19.39,8.28,0.98,389.54,Normal,[],8.55
truck_002,243.99,5,1.7099344066185669,67.75,1419.0,25.08,11.91,20.48,20.48,6.16,1.45,283.8,Normal,[],12.81
truck_001,198.32,5,11.38231997003928,37.12,1364.34,23.94,10.23,19.39,19.39,60.81,1.18,272.87,Normal,[],10.99
truck_003,354.95,2,-4.148584243935214,28.21,1782.96,24.25,14.53,24.43,24.43,-52.2,2.73,891.48,Overload,"['High Power Density', 'High RPM per Gear']",15.39
truck_002,215.27,4,13.861886201710046,70.34,1967.7,24.11,10.51,20.48,20.48,42.42,1.84,491.92,Normal,[],10.88
truck_001,295.72,5,0.3369552709496641,68.31,2252.58,27.19,15.25,19.39,19.39,1.46,2.57,450.52,Overload,['High Power Density'],14.08
truck_001,242.01,5,5.393099116012902,51.8,2048.42,24.94,12.48,19.39,19.39,25.2,2.08,409.68,Normal,[],12.05
truck_003,375.56,6,-0.239731762072668,40.14,2332.16,27.83,15.37,24.43,24.43,-2.24,3.3,388.69,Overload,['High Power Density'],14.82
truck_001,237.82,5,6.200083225104983,72.87,1758.88,26.03,12.27,19.39,19.39,20.24,1.68,351.78,Normal,[],12.87
truck_003,205.48,4,-2.5940104794966445,69.1,1841.58,26.8,8.41,24.43,24.43,-7.71,1.48,460.39,Normal,[],9.05
truck_003,100.85,2,-1.2573430060975357,59.25,2258.35,23.84,4.13,24.43,24.43,-2.14,1.0,1129.17,Overload,['High RPM per Gear'],4.1
truck_003,183.42,4,11.936404721535125,40.62,2242.92,24.83,7.51,24.43,24.43,53.89,1.73,560.73,Normal,[],7.24
truck_003,342.12,2,2.8725736842310168,40.6,1582.24,28.58,14.0,24.43,24.43,24.2,1.98,791.12,Overload,['High RPM per Gear'],14.34
truck_003,352.66,2,4.520109594649275,39.09,2373.53,28.87,14.44,24.43,24.43,40.78,3.04,1186.76,Overload,"['High Power Density', 'High RPM per Gear']",14.3
truck_003,142.57,1,-0.737982556831172,59.62,1600.95,26.92,5.84,24.43,24.43,-1.76,0.89,1600.95,Overload,['High RPM per Gear'],5.95
truck_002,131.36,3,8.35598941779301,50.53,2045.69,25.77,6.41,20.48,20.48,21.72,1.09,681.9,Overload,['High RPM per Gear'],6.43
truck_002,274.0,2,9.227624412613402,42.04,1312.23,27.92,13.38,20.48,20.48,60.14,1.35,656.11,Overload,['High RPM per Gear'],12.55
truck_001,281.65,5,1.5157093333819338,25.89,1909.44,25.09,14.53,19.39,19.39,16.49,2.24,381.89,Normal,[],13.58
truck_002,222.78,3,4.633074956591869,69.71,2219.59,28.1,10.88,20.48,20.48,14.81,1.84,739.86,Overload,['High RPM per Gear'],10.82
truck_002,212.1,2,14.040384808113902,50.07,1926.0,26.66,10.36,20.48,20.48,59.47,1.6,963.0,Overload,['High RPM per Gear'],10.18
truck_002,301.37,4,9.273913186461922,22.48,1730.45,27.91,14.72,20.48,20.48,124.31,1.96,432.61,Normal,[],15.67
truck_002,190.08,2,6.583898807055901,68.26,2102.89,26.71,9.28,20.48,20.48,18.33,1.57,1051.44,Overload,['High RPM per Gear'],9.28
truck_001,285.84,4,14.87504291850782,66.25,1894.42,28.61,14.74,19.39,19.39,64.18,1.98,473.6,Normal,[],13.87
truck_003,334.02,6,1.2229038070292786,32.98,2166.24,25.16,13.67,24.43,24.43,12.39,3.01,361.04,Overload,['High Power Density'],13.77
truck_003,269.01,6,9.3031931708016,53.16,2059.3,25.24,11.01,24.43,24.43,47.08,2.3,343.22,Normal,[],10.93
truck_002,158.67,1,3.449091405784124,31.75,2098.85,25.02,7.75,20.48,20.48,17.23,1.39,2098.85,Overload,['High RPM per Gear'],7.8
truck_002,165.58,1,-1.764842539441207,65.47,2265.18,26.17,8.08,20.48,20.48,-4.46,1.5,2265.18,Overload,['High RPM per Gear'],7.37
truck_001,107.96,4,-0.137967287364793,58.18,1822.63,25.13,5.57,19.39,19.39,-0.26,0.82,455.66,Normal,[],5.5
truck_001,135.87,1,7.891863260220003,39.0,1332.81,26.77,7.01,19.39,19.39,27.49,0.71,1332.81,Overload,['High RPM per Gear'],6.74
truck_001,181.96,4,12.741559089556098,56.61,2163.49,27.86,9.38,19.39,19.39,40.96,1.48,540.87,Normal,[],9.43
truck_001,176.43,3,7.702740962316527,32.8,1503.08,26.89,9.1,19.39,19.39,41.43,1.03,501.03,Normal,[],8.54
truck_002,193.76,6,13.20543111864545,28.15,2064.86,27.14,9.46,20.48,20.48,90.9,1.54,344.14,Normal,[],9.55
truck_001,202.23,1,2.068184484646185,43.47,1236.97,28.48,10.43,19.39,19.39,9.62,0.92,1236.97,Overload,['High RPM per Gear'],10.05
truck_002,183.2,1,9.603220096866234,70.62,1864.03,27.35,8.95,20.48,20.48,24.91,1.31,1864.03,Overload,['High RPM per Gear'],8.55
truck_003,135.88,6,4.975389031102612,66.55,2098.56,24.26,5.56,24.43,24.43,10.16,1.23,349.76,Normal,[],5.62
truck_002,203.18,3,-2.02985934331938,49.82,1748.89,28.49,9.92,20.48,20.48,-8.28,1.31,582.96,Normal,[],9.95
truck_001,305.12,2,12.525725108619737,46.0,1929.59,28.07,15.74,19.39,19.39,83.09,2.2,964.79,Overload,['High RPM per Gear'],15.36
truck_002,185.4,3,-1.4336527986568126,46.99,1706.21,23.79,9.05,20.48,20.48,-5.66,1.39,568.74,Normal,[],9.73
truck_001,231.14,1,12.580641972699985,63.54,1766.61,27.52,11.92,19.39,19.39,45.76,1.55,1766.61,Overload,['High RPM per Gear'],11.77
truck_002,279.38,3,-2.613770814859806,48.2,1633.3,28.85,13.64,20.48,20.48,-15.15,1.66,544.43,Normal,[],13.57
truck_003,393.42,5,1.4073184065827116,56.93,2365.95,26.35,16.1,24.43,24.43,9.73,3.7,473.19,Overload,['High Power Density'],15.46
truck_003,106.33,4,-1.4409173958239907,48.35,2244.53,23.69,4.35,24.43,24.43,-3.17,1.05,561.13,Normal,[],4.42
truck_002,187.15,4,1.9457987083832904,25.03,2344.15,26.71,9.14,20.48,20.48,14.55,1.72,586.04,Normal,[],9.42
truck_001,99.18,6,3.8818858708604953,25.48,2267.22,26.07,5.12,19.39,19.39,15.11,0.9,377.87,Normal,[],5.29
truck_003,347.0,2,11.321892292411942,66.52,1377.84,23.45,14.2,24.43,24.43,59.06,2.14,688.92,Overload,['High RPM per Gear'],14.46
truck_002,190.15,1,5.96967961370671,52.07,1443.53,26.55,9.28,20.48,20.48,21.8,1.08,1443.53,Overload,['High RPM per Gear'],8.86
truck_001,259.24,1,-3.312588742635012,46.32,1511.78,28.09,13.37,19.39,19.39,-18.54,1.46,1511.78,Overload,['High RPM per Gear'],12.23
truck_001,132.09,6,7.230306447844052,72.49,1912.55,26.34,6.81,19.39,19.39,13.18,1.0,318.76,Normal,[],6.24
truck_002,141.75,2,4.902997073210482,68.76,2218.04,28.0,6.92,20.48,20.48,10.11,1.18,1109.02,Overload,['High RPM per Gear'],7.88
truck_002,229.3,1,-1.3722738438863755,30.47,1239.39,28.94,11.2,20.48,20.48,-10.33,1.03,1239.39,Overload,['High RPM per Gear'],10.77
truck_001,274.02,6,7.476946827898033,51.49,1449.3,25.77,14.13,19.39,19.39,39.79,1.61,241.55,Normal,[],13.86
truck_002,303.06,3,-0.2821419185496188,36.1,1389.01,25.89,14.8,20.48,20.48,-2.37,1.7,463.0,Normal,[],13.56
truck_002,192.93,4,-0.5826073978708957,44.52,1348.77,27.58,9.42,20.48,20.48,-2.52,0.99,337.19,Normal,[],8.81
truck_002,228.26,2,2.433919998589509,79.33,1405.35,23.01,11.15,20.48,20.48,7.0,1.46,702.67,Overload,['High RPM per Gear'],11.5
truck_003,298.21,5,5.809607649324509,74.57,1207.81,24.0,12.21,24.43,24.43,23.23,1.57,241.56,Normal,[],12.64
truck_001,162.31,2,9.14321241736542,79.49,1308.26,26.27,8.37,19.39,19.39,18.67,0.85,654.13,Overload,['High RPM per Gear'],8.51
truck_002,250.5,6,0.8720907079599431,57.99,1283.63,24.8,12.23,20.48,20.48,3.77,1.36,213.94,Normal,[],12.43
truck_003,99.43,3,-1.864604245653516,55.59,1667.9,27.34,4.07,24.43,24.43,-3.34,0.64,555.97,Normal,[],4.12
truck_003,150.69,6,3.9612167943676937,38.52,1802.76,26.21,6.17,24.43,24.43,15.49,1.09,300.46,Normal,[],6.06
truck_002,109.11,4,6.643342708206443,68.0,1441.44,24.74,5.33,20.48,20.48,10.66,0.67,360.36,Normal,[],5.58
truck_002,137.83,2,8.061320057498268,66.97,1590.61,23.87,6.73,20.48,20.48,16.59,0.96,795.31,Overload,['High RPM per Gear'],7.45
truck_001,144.66,2,6.662306565868544,40.49,2228.88,28.93,7.46,19.39,19.39,23.8,1.17,1114.44,Overload,['High RPM per Gear'],8.03
truck_001,230.73,4,-1.0111482562319751,64.22,1617.13,25.2,11.9,19.39,19.39,-3.63,1.55,404.28,Normal,[],12.46
truck_002,299.99,1,13.744475551630494,65.29,1533.44,27.31,14.65,20.48,20.48,63.15,1.76,1533.44,Overload,['High RPM per Gear'],14.37
truck_003,325.0,3,-2.778701223686171,53.11,1944.75,23.31,13.3,24.43,24.43,-17.01,2.84,648.25,Overload,"['High Power Density', 'High RPM per Gear']",13.12
truck_001,289.18,2,12.572822359785146,21.82,2246.11,27.19,14.91,19.39,19.39,166.6,2.5,1123.05,Overload,"['High Stress Index', 'High Power Density', 'High RPM per Gear']",14.58
truck_003,226.4,4,8.362658774005729,75.17,1735.38,28.62,9.27,24.43,24.43,25.19,1.44,433.85,Normal,[],8.72
truck_002,231.81,2,14.876236260700884,40.03,1392.06,23.05,11.32,20.48,20.48,86.14,1.47,696.03,Overload,['High RPM per Gear'],11.01
truck_001,181.37,4,5.256798362140584,70.3,1588.6,28.86,9.35,19.39,19.39,13.56,1.05,397.15,Normal,[],8.87
truck_001,94.67,3,-0.9527361107362058,22.26,1285.94,24.84,4.88,19.39,19.39,-4.05,0.51,428.65,Normal,[],4.45
truck_001,213.81,5,12.41679087881948,32.5,1285.83,23.63,11.03,19.39,19.39,81.68,1.22,257.17,Normal,[],11.02
truck_001,283.0,4,1.3116557215160496,37.81,1837.8,24.83,14.6,19.39,19.39,9.82,2.19,459.45,Normal,[],14.52
truck_003,328.83,6,-1.224103348304506,36.55,1569.46,26.76,13.46,24.43,24.43,-11.01,2.02,261.58,Normal,[],13.48
truck_003,115.76,2,1.0976453615864017,49.3,1985.81,26.26,4.74,24.43,24.43,2.58,0.92,992.9,Overload,['High RPM per Gear'],5.05
truck_003,203.54,5,1.4386721959676922,37.78,1251.23,27.11,8.33,24.43,24.43,7.75,0.98,250.25,Normal,[],8.88
truck_003,120.34,1,-0.791105092464166,51.77,2082.56,28.22,4.93,24.43,24.43,-1.84,0.93,2082.56,Overload,['High RPM per Gear'],4.76
truck_001,208.75,2,12.053415190832794,72.66,1918.59,28.07,10.77,19.39,19.39,34.63,1.49,959.3,Overload,['High RPM per Gear'],10.67
truck_001,225.25,4,10.05964860265224,34.77,1509.83,28.81,11.62,19.39,19.39,65.17,1.24,377.46,Normal,[],11.37
truck_002,168.42,2,-1.063177973468712,30.87,1305.26,28.13,8.22,20.48,20.48,-5.8,0.82,652.63,Overload,['High RPM per Gear'],8.33
truck_001,263.72,2,11.973100654551882,68.16,1321.14,26.86,13.6,19.39,19.39,46.33,1.36,660.57,Overload,['High RPM per Gear'],13.93
truck_002,319.39,1,12.967835004550992,36.75,1227.62,28.16,15.6,20.48,20.48,112.7,1.46,1227.62,Overload,['High RPM per Gear'],15.89
truck_002,267.0,2,1.9399935937725128,44.94,1653.92,26.4,13.04,20.48,20.48,11.53,1.75,826.96,Overload,['High RPM per Gear'],12.64
truck_002,269.95,4,12.58555248163827,59.62,1465.33,23.3,13.18,20.48,20.48,56.99,1.78,366.33,Normal,[],13.93
truck_002,245.84,3,5.0776605099157095,79.6,1722.53,26.15,12.0,20.48,20.48,15.68,1.7,574.18,Normal,[],11.89
truck_001,154.96,3,0.5251269120353719,76.11,1950.54,25.9,7.99,19.39,19.39,1.07,1.22,650.18,Overload,['High RPM per Gear'],7.84
truck_002,269.98,5,12.296608614064509,77.57,1880.4,27.09,13.18,20.48,20.48,42.8,1.96,376.08,Normal,[],12.98
truck_002,157.61,4,3.4799739671596424,60.64,1826.02,23.67,7.7,20.48,20.48,9.04,1.27,456.5,Normal,[],7.09
truck_001,100.45,3,8.523854991548829,46.3,1255.28,26.8,5.18,19.39,19.39,18.49,0.49,418.43,Normal,[],5.44
truck_003,357.71,6,4.295078545526812,58.1,1392.01,28.36,14.64,24.43,24.43,26.44,1.84,232.0,Normal,[],14.37
truck_003,99.26,4,6.453248182412821,72.81,1701.87,26.28,4.06,24.43,24.43,8.8,0.67,425.47,Normal,[],4.27
truck_003,173.15,1,0.6803906006690834,70.76,2377.49,23.72,7.09,24.43,24.43,1.66,1.82,2377.49,Overload,['High RPM per Gear'],7.19
truck_001,99.89,3,-3.5079803536613907,39.07,1708.38,25.79,5.15,19.39,19.39,-8.97,0.69,569.46,Normal,[],5.68
truck_001,85.31,1,1.978996442976257,76.94,1293.7,27.26,4.4,19.39,19.39,2.19,0.42,1293.7,Overload,['High RPM per Gear'],4.49
truck_002,296.66,1,10.402975274274866,40.64,1716.34,28.43,14.49,20.48,20.48,75.95,1.88,1716.34,Overload,['High RPM per Gear'],15.46
truck_001,97.11,5,10.87379658836516,27.32,2312.89,24.27,5.01,19.39,19.39,38.65,0.97,462.58,Normal,[],5.21
truck_003,256.01,5,9.32101778992424,52.04,1791.28,28.82,10.48,24.43,24.43,45.85,1.67,358.26,Normal,[],10.5
truck_001,168.98,5,12.857442795042186,40.26,1466.44,28.36,8.71,19.39,19.39,53.96,0.92,293.29,Normal,[],9.19
truck_001,187.85,2,3.162239041234649,60.45,1889.26,26.71,9.69,19.39,19.39,9.83,1.39,944.63,Overload,['High RPM per Gear'],9.55
truck_003,343.39,6,-4.2182102218331625,74.29,1821.33,26.89,14.06,24.43,24.43,-19.5,2.44,303.55,Normal,[],13.58
truck_003,361.7,3,-0.1249275777597214,33.94,2237.4,27.72,14.81,24.43,24.43,-1.33,3.06,745.8,Overload,"['High Power Density', 'High RPM per Gear']",15.22
truck_001,120.49,2,0.309636527598176,62.32,1363.9,26.07,6.21,19.39,19.39,0.6,0.66,681.95,Overload,['High RPM per Gear'],6.31
truck_003,239.41,6,-1.0329224089563405,64.36,1535.67,25.96,9.8,24.43,24.43,-3.84,1.48,255.95,Normal,[],10.06
truck_003,219.63,1,12.091348562695,28.81,1628.77,26.33,8.99,24.43,24.43,92.18,1.42,1628.77,Overload,['High RPM per Gear'],8.61
truck_001,206.53,2,11.1516080280891,23.03,2262.16,26.52,10.65,19.39,19.39,100.03,1.85,1131.08,Overload,['High RPM per Gear'],10.83
truck_003,128.98,3,13.733816836504598,40.64,1572.49,24.57,5.28,24.43,24.43,43.59,0.86,524.16,Normal,[],5.4
truck_002,223.54,6,10.72112731870449,60.45,1545.31,26.28,10.92,20.48,20.48,39.65,1.38,257.55,Normal,[],10.73
